Queen Hearts;3 Clubs;8 Hearts;10 Spade;8 Spade;One pair
3 Diamond;5 Hearts;6 Hearts;Queen Diamond;8 Hearts;Nothing in hand
6 Hearts;8 Hearts;King Diamond;Aces Clubs;Jack Hearts;Nothing in hand
5 Clubs;3 Hearts;10 Hearts;Aces Hearts;Jack Hearts;Nothing in hand
4 Diamond;6 Diamond;Jack Clubs;3 Spade;5 Hearts;Nothing in hand
Queen Hearts;7 Clubs;9 Clubs;6 Diamond;Jack Hearts;Nothing in hand
Jack Hearts;3 Diamond;10 Spade;10 Hearts;6 Diamond;One pair
2 Spade;3 Clubs;7 Spade;Aces Diamond;5 Spade;Nothing in hand
2 Hearts;Aces Spade;9 Diamond;8 Hearts;6 Diamond;Nothing in hand
Jack Clubs;6 Diamond;6 Hearts;7 Diamond;Queen Hearts;One pair
7 Spade;Queen Spade;6 Clubs;7 Hearts;King Clubs;One pair
2 Spade;Queen Spade;4 Diamond;Aces Clubs;6 Hearts;Nothing in hand
8 Spade;Aces Spade;Jack Spade;Queen Spade;5 Hearts;Nothing in hand
Queen Clubs;Queen Diamond;Queen Hearts;9 Clubs;6 Hearts;Three of a kind
4 Clubs;10 Clubs;2 Spade;3 Diamond;4 Diamond;One pair
8 Hearts;Queen Clubs;3 Hearts;2 Hearts;2 Spade;One pair
7 Hearts;Aces Clubs;2 Spade;8 Hearts;5 Hearts;Nothing in hand
7 Diamond;3 Hearts;7 Clubs;6 Hearts;King Diamond;One pair
7 Hearts;6 Diamond;Aces Hearts;6 Clubs;10 Clubs;One pair
King Clubs;Jack Spade;4 Diamond;Aces Diamond;8 Clubs;Nothing in hand
4 Hearts;9 Hearts;Queen Hearts;6 Diamond;10 Diamond;Nothing in hand
7 Clubs;10 Diamond;King Clubs;7 Diamond;8 Clubs;One pair
Jack Hearts;King Hearts;6 Clubs;Queen Hearts;10 Diamond;Nothing in hand
10 Spade;4 Clubs;4 Diamond;9 Diamond;5 Diamond;One pair
8 Diamond;3 Hearts;Jack Spade;King Hearts;2 Hearts;Nothing in hand
Queen Spade;3 Spade;3 Diamond;5 Clubs;7 Spade;One pair
5 Hearts;7 Hearts;6 Hearts;Aces Spade;6 Diamond;One pair
8 Diamond;Aces Spade;9 Clubs;6 Hearts;6 Diamond;One pair
King Clubs;King Diamond;5 Diamond;Jack Diamond;6 Hearts;One pair
7 Clubs;10 Clubs;Jack Diamond;7 Hearts;King Clubs;One pair
Queen Hearts;10 Diamond;5 Clubs;7 Diamond;Queen Spade;One pair
4 Hearts;5 Diamond;8 Hearts;2 Hearts;Aces Hearts;Nothing in hand
Aces Diamond;10 Diamond;6 Clubs;3 Clubs;3 Spade;One pair
Aces Diamond;Aces Clubs;6 Hearts;7 Spade;2 Spade;One pair
10 Hearts;9 Hearts;5 Clubs;Aces Spade;8 Diamond;Nothing in hand
2 Hearts;2 Spade;Aces Hearts;6 Diamond;5 Diamond;One pair
10 Diamond;King Hearts;6 Clubs;9 Clubs;5 Spade;Nothing in hand
7 Diamond;Jack Hearts;6 Spade;Aces Spade;7 Hearts;One pair
2 Spade;4 Hearts;7 Clubs;7 Diamond;2 Diamond;Two pairs
8 Hearts;9 Diamond;5 Diamond;King Hearts;Queen Diamond;Nothing in hand
10 Hearts;3 Diamond;5 Diamond;10 Clubs;6 Diamond;One pair
8 Spade;4 Spade;6 Hearts;9 Diamond;Aces Clubs;Nothing in hand
Jack Spade;8 Diamond;6 Diamond;4 Hearts;10 Spade;Nothing in hand
5 Clubs;Jack Clubs;10 Clubs;8 Clubs;6 Spade;Nothing in hand
Aces Spade;King Hearts;4 Hearts;Aces Hearts;7 Spade;One pair
4 Spade;5 Hearts;7 Spade;3 Diamond;Jack Spade;Nothing in hand
5 Spade;10 Diamond;Queen Clubs;5 Hearts;Queen Hearts;Two pairs
5 Spade;10 Hearts;Jack Diamond;4 Diamond;5 Diamond;One pair
10 Diamond;5 Hearts;King Diamond;4 Clubs;4 Diamond;One pair
Jack Diamond;King Diamond;4 Diamond;9 Spade;Aces Diamond;Nothing in hand
King Hearts;King Diamond;2 Spade;7 Diamond;7 Hearts;Two pairs
Aces Clubs;King Hearts;King Diamond;6 Clubs;9 Clubs;One pair
7 Clubs;9 Spade;7 Hearts;4 Hearts;3 Hearts;One pair
4 Spade;6 Spade;Queen Clubs;5 Hearts;King Clubs;Nothing in hand
2 Hearts;Jack Diamond;4 Clubs;Aces Hearts;2 Clubs;One pair
4 Hearts;7 Clubs;Jack Diamond;Jack Hearts;Queen Clubs;One pair
7 Diamond;9 Hearts;King Clubs;3 Hearts;Aces Diamond;Nothing in hand
6 Clubs;3 Hearts;10 Clubs;7 Hearts;2 Clubs;Nothing in hand
4 Spade;7 Spade;10 Hearts;9 Spade;2 Diamond;Nothing in hand
Aces Diamond;Aces Clubs;10 Spade;9 Spade;7 Diamond;One pair
3 Spade;4 Diamond;9 Hearts;10 Spade;Aces Diamond;Nothing in hand
6 Spade;4 Spade;6 Diamond;9 Hearts;5 Hearts;One pair
4 Hearts;Queen Spade;7 Spade;3 Diamond;3 Spade;One pair
9 Hearts;Aces Clubs;8 Clubs;7 Hearts;King Diamond;Nothing in hand
9 Spade;4 Spade;6 Spade;Aces Diamond;3 Diamond;Nothing in hand
Queen Spade;4 Hearts;3 Spade;Jack Spade;10 Diamond;Nothing in hand
2 Spade;7 Hearts;6 Spade;5 Hearts;Jack Hearts;Nothing in hand
2 Spade;Jack Hearts;8 Clubs;5 Spade;Queen Diamond;Nothing in hand
4 Clubs;King Hearts;9 Spade;10 Hearts;3 Diamond;Nothing in hand
Aces Spade;8 Diamond;3 Hearts;4 Spade;6 Hearts;Nothing in hand
Aces Diamond;9 Hearts;8 Diamond;Queen Clubs;3 Hearts;Nothing in hand
9 Hearts;6 Spade;5 Spade;4 Spade;8 Spade;Nothing in hand
Aces Diamond;King Clubs;9 Clubs;7 Diamond;King Hearts;One pair
8 Diamond;4 Hearts;4 Diamond;Aces Diamond;2 Spade;One pair
2 Hearts;8 Clubs;4 Diamond;King Clubs;3 Hearts;Nothing in hand
10 Clubs;3 Hearts;6 Clubs;7 Diamond;7 Clubs;One pair
10 Clubs;3 Spade;4 Hearts;King Diamond;6 Spade;Nothing in hand
9 Spade;6 Clubs;Jack Spade;3 Clubs;Jack Clubs;One pair
9 Spade;3 Spade;7 Spade;10 Spade;2 Clubs;Nothing in hand
4 Spade;8 Diamond;Queen Diamond;7 Diamond;9 Hearts;Nothing in hand
Jack Clubs;4 Hearts;Aces Hearts;2 Clubs;4 Clubs;One pair
Aces Diamond;4 Diamond;6 Hearts;5 Clubs;Aces Clubs;One pair
6 Spade;Jack Clubs;2 Hearts;9 Diamond;Queen Spade;Nothing in hand
10 Diamond;6 Hearts;8 Hearts;9 Spade;5 Diamond;Nothing in hand
King Spade;King Diamond;7 Spade;9 Spade;2 Diamond;One pair
3 Clubs;5 Spade;4 Diamond;6 Diamond;10 Hearts;Nothing in hand
10 Spade;7 Diamond;6 Hearts;2 Clubs;3 Hearts;Nothing in hand
10 Hearts;10 Spade;King Spade;6 Spade;5 Clubs;One pair
7 Clubs;2 Spade;Aces Hearts;Jack Diamond;Queen Spade;Nothing in hand
2 Clubs;10 Hearts;8 Clubs;Aces Diamond;4 Diamond;Nothing in hand
9 Diamond;8 Clubs;2 Diamond;Aces Diamond;Aces Hearts;One pair
6 Diamond;8 Spade;Jack Clubs;8 Diamond;8 Clubs;Three of a kind
4 Clubs;8 Spade;3 Clubs;7 Hearts;7 Diamond;One pair
Queen Diamond;Aces Spade;King Clubs;2 Clubs;7 Clubs;Nothing in hand
6 Diamond;5 Clubs;10 Hearts;9 Diamond;8 Hearts;Nothing in hand
Aces Clubs;8 Diamond;9 Diamond;10 Spade;8 Clubs;One pair
King Hearts;4 Hearts;7 Clubs;10 Clubs;8 Diamond;Nothing in hand
5 Diamond;4 Clubs;Jack Spade;4 Diamond;Aces Diamond;One pair
3 Clubs;2 Hearts;10 Spade;3 Hearts;9 Clubs;One pair
5 Diamond;9 Hearts;2 Spade;3 Hearts;8 Spade;Nothing in hand
6 Clubs;9 Hearts;Aces Spade;3 Diamond;3 Clubs;One pair
3 Hearts;8 Diamond;7 Clubs;4 Diamond;Aces Clubs;Nothing in hand
2 Spade;7 Clubs;10 Clubs;6 Clubs;3 Diamond;Nothing in hand
7 Spade;King Clubs;Aces Diamond;8 Hearts;Queen Hearts;Nothing in hand
4 Diamond;9 Hearts;3 Spade;3 Clubs;Jack Hearts;One pair
10 Hearts;7 Diamond;Aces Diamond;7 Spade;5 Diamond;One pair
3 Hearts;3 Diamond;6 Hearts;Jack Hearts;2 Hearts;One pair
Queen Clubs;King Diamond;Jack Spade;2 Diamond;Jack Clubs;One pair
9 Diamond;4 Clubs;Queen Spade;10 Diamond;Aces Spade;Nothing in hand
8 Hearts;4 Diamond;4 Hearts;5 Spade;8 Spade;Two pairs
9 Hearts;King Diamond;Queen Clubs;4 Spade;7 Clubs;Nothing in hand
10 Hearts;4 Spade;10 Spade;9 Diamond;3 Hearts;One pair
King Clubs;Queen Diamond;Queen Hearts;10 Clubs;King Spade;Two pairs
8 Hearts;10 Spade;8 Clubs;Jack Hearts;9 Clubs;One pair
Aces Spade;7 Hearts;Jack Clubs;6 Hearts;8 Diamond;Nothing in hand
6 Clubs;2 Hearts;8 Clubs;9 Clubs;Aces Hearts;Nothing in hand
7 Clubs;4 Diamond;Queen Diamond;2 Diamond;7 Spade;One pair
10 Spade;6 Diamond;6 Spade;5 Diamond;8 Diamond;One pair
Jack Spade;4 Hearts;Aces Clubs;2 Clubs;3 Clubs;Nothing in hand
8 Hearts;7 Diamond;Aces Clubs;2 Clubs;8 Diamond;One pair
Queen Hearts;Jack Hearts;Aces Diamond;7 Diamond;Queen Clubs;One pair
King Hearts;5 Hearts;3 Diamond;Jack Clubs;8 Hearts;Nothing in hand
King Clubs;4 Spade;King Spade;Aces Hearts;4 Diamond;Two pairs
10 Clubs;King Spade;2 Clubs;Queen Diamond;8 Diamond;Nothing in hand
4 Spade;7 Hearts;3 Spade;2 Hearts;King Spade;Nothing in hand
5 Diamond;King Hearts;6 Clubs;King Spade;2 Hearts;One pair
6 Hearts;3 Spade;Aces Hearts;8 Hearts;Jack Hearts;Nothing in hand
2 Clubs;3 Clubs;Aces Spade;Aces Hearts;Aces Diamond;Three of a kind
4 Clubs;10 Diamond;Jack Spade;5 Spade;King Spade;Nothing in hand
10 Clubs;3 Hearts;10 Diamond;Jack Clubs;5 Diamond;One pair
10 Clubs;2 Diamond;4 Spade;10 Diamond;10 Hearts;Three of a kind
6 Hearts;8 Clubs;Aces Hearts;9 Spade;Queen Clubs;Nothing in hand
King Diamond;10 Spade;2 Spade;Queen Spade;Aces Clubs;Nothing in hand
4 Spade;Aces Diamond;10 Hearts;2 Hearts;7 Diamond;Nothing in hand
3 Spade;4 Spade;King Spade;7 Spade;King Hearts;One pair
2 Diamond;Jack Diamond;Aces Hearts;Aces Diamond;4 Spade;One pair
Queen Spade;3 Hearts;Aces Hearts;8 Diamond;King Clubs;Nothing in hand
Jack Spade;King Clubs;5 Hearts;9 Clubs;Aces Clubs;Nothing in hand
3 Spade;3 Diamond;King Spade;8 Clubs;Queen Clubs;One pair
3 Diamond;8 Diamond;8 Spade;2 Hearts;4 Diamond;One pair
4 Clubs;7 Hearts;10 Diamond;2 Hearts;2 Clubs;One pair
4 Clubs;3 Diamond;Jack Spade;4 Diamond;3 Spade;Two pairs
Queen Clubs;3 Hearts;Aces Clubs;6 Hearts;9 Hearts;Nothing in hand
10 Diamond;Queen Hearts;Queen Clubs;Aces Spade;Jack Spade;One pair
8 Spade;2 Diamond;4 Spade;2 Clubs;6 Spade;One pair
7 Diamond;4 Diamond;Aces Diamond;Queen Clubs;6 Clubs;Nothing in hand
3 Diamond;Aces Clubs;3 Clubs;3 Hearts;7 Diamond;Three of a kind
King Spade;6 Diamond;9 Diamond;7 Clubs;King Clubs;One pair
Jack Clubs;4 Spade;Jack Hearts;8 Diamond;7 Diamond;One pair
Queen Diamond;Aces Clubs;9 Diamond;10 Spade;10 Hearts;One pair
8 Spade;2 Spade;Queen Hearts;Aces Clubs;4 Hearts;Nothing in hand
King Clubs;5 Diamond;4 Spade;Aces Spade;3 Hearts;Nothing in hand
Aces Hearts;5 Hearts;10 Hearts;2 Clubs;Queen Hearts;Nothing in hand
5 Hearts;Jack Spade;6 Hearts;7 Clubs;6 Spade;One pair
Queen Clubs;King Clubs;6 Spade;9 Clubs;Aces Clubs;Nothing in hand
7 Diamond;7 Clubs;Aces Clubs;4 Diamond;10 Diamond;One pair
7 Diamond;Queen Spade;3 Diamond;6 Spade;5 Spade;Nothing in hand
Jack Clubs;Queen Spade;Jack Diamond;6 Clubs;5 Hearts;One pair
4 Hearts;Queen Spade;6 Hearts;5 Spade;10 Hearts;Nothing in hand
3 Clubs;10 Diamond;Aces Spade;7 Hearts;Jack Clubs;Nothing in hand
2 Diamond;3 Spade;10 Clubs;4 Diamond;Aces Clubs;Nothing in hand
Jack Spade;9 Hearts;6 Hearts;5 Spade;Queen Clubs;Nothing in hand
8 Diamond;Aces Hearts;Aces Spade;6 Diamond;Jack Diamond;One pair
8 Hearts;Aces Clubs;10 Spade;King Diamond;6 Diamond;Nothing in hand
Jack Spade;10 Spade;Queen Diamond;10 Diamond;3 Diamond;One pair
4 Clubs;King Hearts;8 Hearts;6 Diamond;4 Hearts;One pair
3 Diamond;5 Clubs;4 Diamond;4 Clubs;3 Hearts;Two pairs
10 Clubs;9 Diamond;Aces Diamond;8 Spade;8 Clubs;One pair
4 Clubs;King Clubs;10 Hearts;Queen Clubs;4 Spade;One pair
Aces Clubs;Queen Spade;10 Diamond;7 Spade;King Spade;Nothing in hand
4 Spade;3 Diamond;7 Hearts;Aces Spade;Aces Clubs;One pair
6 Spade;Aces Clubs;10 Diamond;3 Spade;5 Spade;Nothing in hand
Jack Diamond;7 Spade;2 Spade;8 Hearts;Aces Hearts;Nothing in hand
8 Hearts;Queen Clubs;3 Diamond;7 Hearts;5 Spade;Nothing in hand
King Spade;Queen Spade;2 Spade;8 Spade;3 Clubs;Nothing in hand
Queen Hearts;Jack Spade;Aces Diamond;Queen Spade;Aces Clubs;Two pairs
4 Spade;2 Spade;Queen Clubs;10 Spade;10 Hearts;One pair
5 Clubs;Queen Spade;Aces Clubs;8 Hearts;10 Clubs;Nothing in hand
4 Diamond;King Clubs;2 Spade;King Spade;Aces Clubs;One pair
Queen Clubs;7 Clubs;5 Spade;3 Diamond;9 Clubs;Nothing in hand
Queen Diamond;4 Spade;7 Hearts;9 Clubs;7 Diamond;One pair
8 Diamond;Aces Spade;10 Spade;10 Diamond;5 Clubs;One pair
9 Clubs;9 Diamond;4 Diamond;5 Clubs;King Diamond;One pair
9 Spade;3 Diamond;9 Clubs;3 Hearts;5 Clubs;Two pairs
8 Hearts;King Spade;2 Diamond;9 Clubs;King Hearts;One pair
5 Hearts;9 Hearts;Aces Hearts;4 Spade;2 Diamond;Nothing in hand
3 Hearts;3 Clubs;4 Diamond;10 Spade;2 Clubs;One pair
Queen Clubs;4 Clubs;6 Hearts;King Diamond;Jack Spade;Nothing in hand
7 Diamond;7 Hearts;9 Clubs;4 Diamond;3 Spade;One pair
Jack Hearts;Queen Clubs;3 Clubs;Queen Spade;5 Diamond;One pair
5 Spade;10 Hearts;Aces Spade;7 Hearts;8 Clubs;Nothing in hand
2 Hearts;10 Clubs;Aces Spade;9 Spade;9 Diamond;One pair
Aces Spade;Queen Spade;6 Clubs;2 Hearts;4 Spade;Nothing in hand
Aces Hearts;2 Clubs;6 Hearts;8 Clubs;7 Hearts;Nothing in hand
Jack Diamond;8 Spade;Queen Spade;Queen Hearts;2 Spade;One pair
9 Hearts;4 Diamond;Queen Hearts;Aces Spade;4 Hearts;One pair
Queen Clubs;9 Spade;Jack Clubs;2 Hearts;8 Clubs;Nothing in hand
10 Diamond;King Diamond;King Spade;Aces Spade;Aces Diamond;Two pairs
King Hearts;10 Clubs;2 Hearts;8 Hearts;Queen Diamond;Nothing in hand
8 Diamond;5 Hearts;Aces Clubs;8 Hearts;5 Spade;Two pairs
2 Clubs;Aces Clubs;Queen Diamond;8 Spade;7 Clubs;Nothing in hand
4 Spade;10 Diamond;2 Clubs;2 Diamond;9 Diamond;One pair
9 Spade;2 Clubs;10 Spade;3 Spade;Queen Spade;Nothing in hand
3 Spade;King Diamond;Jack Diamond;8 Spade;4 Diamond;Nothing in hand
Queen Diamond;Aces Clubs;Jack Hearts;3 Diamond;10 Diamond;Nothing in hand
King Hearts;10 Diamond;5 Clubs;7 Diamond;4 Clubs;Nothing in hand
Jack Diamond;10 Spade;5 Diamond;King Hearts;7 Clubs;Nothing in hand
5 Clubs;2 Hearts;King Clubs;Queen Spade;9 Spade;Nothing in hand
9 Spade;Aces Spade;10 Diamond;Queen Diamond;5 Clubs;Nothing in hand
7 Diamond;Jack Clubs;Aces Diamond;King Hearts;3 Clubs;Nothing in hand
King Spade;9 Diamond;King Hearts;4 Spade;6 Diamond;One pair
6 Clubs;King Spade;8 Spade;2 Hearts;9 Clubs;Nothing in hand
10 Hearts;Aces Clubs;6 Hearts;3 Clubs;8 Spade;Nothing in hand
Aces Diamond;4 Spade;9 Hearts;King Diamond;3 Spade;Nothing in hand
8 Clubs;3 Clubs;7 Spade;6 Diamond;Jack Spade;Nothing in hand
Aces Clubs;8 Diamond;5 Hearts;2 Diamond;Queen Clubs;Nothing in hand
3 Hearts;9 Spade;7 Clubs;6 Spade;7 Spade;One pair
9 Clubs;Queen Spade;5 Clubs;8 Diamond;Queen Hearts;One pair
8 Spade;9 Spade;2 Diamond;Aces Diamond;Aces Clubs;One pair
Jack Spade;3 Spade;King Spade;9 Diamond;5 Hearts;Nothing in hand
Jack Hearts;9 Diamond;8 Clubs;2 Spade;King Diamond;Nothing in hand
Jack Hearts;2 Diamond;2 Hearts;Queen Clubs;7 Clubs;One pair
Queen Clubs;Jack Spade;2 Clubs;5 Clubs;Queen Diamond;One pair
8 Spade;5 Hearts;10 Diamond;King Diamond;Queen Hearts;Nothing in hand
Jack Spade;8 Hearts;5 Diamond;10 Clubs;8 Clubs;One pair
8 Spade;4 Clubs;5 Hearts;Queen Spade;10 Clubs;Nothing in hand
7 Diamond;8 Spade;2 Spade;8 Clubs;Jack Hearts;One pair
2 Clubs;Jack Diamond;Jack Spade;5 Clubs;10 Diamond;One pair
5 Spade;3 Diamond;5 Clubs;2 Diamond;6 Hearts;One pair
10 Spade;4 Diamond;9 Diamond;2 Hearts;8 Hearts;Nothing in hand
Queen Clubs;Queen Hearts;8 Hearts;2 Diamond;Aces Clubs;One pair
4 Spade;9 Hearts;King Hearts;2 Spade;5 Hearts;Nothing in hand
3 Hearts;7 Diamond;7 Spade;6 Hearts;4 Spade;One pair
King Hearts;Jack Spade;Aces Hearts;10 Diamond;King Diamond;One pair
Jack Diamond;Queen Hearts;4 Clubs;2 Hearts;Queen Spade;One pair
8 Spade;Queen Diamond;4 Spade;2 Hearts;Queen Hearts;One pair
2 Spade;Queen Hearts;9 Diamond;9 Clubs;5 Hearts;One pair
7 Diamond;7 Spade;2 Diamond;Queen Diamond;8 Hearts;One pair
4 Clubs;Queen Spade;Aces Spade;8 Hearts;2 Spade;Nothing in hand
Aces Spade;6 Hearts;7 Spade;5 Clubs;Queen Hearts;Nothing in hand
7 Clubs;9 Hearts;10 Diamond;5 Hearts;3 Hearts;Nothing in hand
Queen Diamond;2 Hearts;8 Clubs;4 Spade;5 Diamond;Nothing in hand
10 Hearts;Aces Spade;Queen Spade;5 Spade;Queen Clubs;One pair
6 Clubs;6 Diamond;8 Diamond;7 Hearts;10 Diamond;One pair
8 Spade;Aces Clubs;2 Hearts;8 Clubs;7 Spade;One pair
5 Hearts;Jack Clubs;Jack Hearts;8 Hearts;5 Spade;Two pairs
King Spade;8 Spade;Aces Clubs;Queen Clubs;7 Diamond;Nothing in hand
2 Hearts;King Hearts;10 Spade;Queen Spade;2 Diamond;One pair
10 Diamond;Queen Hearts;5 Spade;7 Hearts;Aces Clubs;Nothing in hand
8 Hearts;9 Clubs;7 Spade;7 Hearts;10 Diamond;One pair
Aces Hearts;4 Hearts;9 Diamond;2 Hearts;Aces Spade;One pair
9 Diamond;7 Diamond;5 Clubs;6 Spade;4 Spade;Nothing in hand
2 Spade;Aces Diamond;5 Spade;9 Hearts;Queen Diamond;Nothing in hand
9 Hearts;Jack Diamond;7 Clubs;King Clubs;Aces Spade;Nothing in hand
7 Spade;6 Spade;6 Diamond;6 Hearts;Aces Hearts;Three of a kind
8 Spade;4 Clubs;7 Clubs;Queen Hearts;7 Spade;One pair
4 Hearts;Jack Diamond;3 Spade;3 Hearts;Jack Spade;Two pairs
3 Spade;Queen Spade;3 Clubs;5 Spade;King Diamond;One pair
King Diamond;3 Spade;2 Hearts;6 Clubs;King Clubs;One pair
3 Clubs;8 Hearts;9 Diamond;2 Spade;7 Diamond;Nothing in hand
5 Diamond;7 Clubs;3 Spade;5 Spade;6 Clubs;One pair
3 Hearts;8 Hearts;Jack Diamond;10 Clubs;5 Hearts;Nothing in hand
Aces Diamond;2 Diamond;5 Clubs;7 Diamond;King Spade;Nothing in hand
3 Spade;Jack Hearts;10 Spade;8 Diamond;8 Clubs;One pair
5 Clubs;4 Hearts;3 Diamond;4 Clubs;6 Spade;One pair
5 Diamond;9 Clubs;10 Hearts;3 Diamond;7 Spade;Nothing in hand
3 Hearts;King Spade;Aces Clubs;King Hearts;3 Diamond;Two pairs
6 Clubs;5 Spade;King Diamond;2 Clubs;7 Clubs;Nothing in hand
4 Clubs;Queen Diamond;4 Hearts;2 Hearts;Jack Clubs;One pair
King Hearts;3 Diamond;Aces Diamond;Aces Hearts;6 Diamond;One pair
6 Spade;2 Spade;King Spade;King Clubs;6 Diamond;Two pairs
5 Clubs;4 Clubs;8 Spade;3 Spade;Queen Clubs;Nothing in hand
10 Spade;2 Hearts;3 Hearts;King Diamond;3 Clubs;One pair
Aces Clubs;4 Hearts;3 Hearts;9 Clubs;3 Clubs;One pair
9 Spade;8 Clubs;Aces Clubs;10 Hearts;Aces Hearts;One pair
3 Clubs;8 Clubs;Aces Spade;Queen Spade;6 Diamond;Nothing in hand
9 Spade;6 Spade;5 Hearts;9 Clubs;9 Diamond;Three of a kind
2 Diamond;10 Clubs;6 Spade;10 Spade;8 Spade;One pair
Jack Hearts;5 Spade;3 Spade;2 Spade;King Spade;Nothing in hand
7 Clubs;Queen Spade;King Hearts;King Diamond;10 Diamond;One pair
King Spade;Aces Clubs;Queen Diamond;9 Clubs;6 Diamond;Nothing in hand
2 Spade;Queen Hearts;Jack Spade;Aces Spade;6 Spade;Nothing in hand
Jack Diamond;8 Diamond;10 Spade;3 Clubs;3 Hearts;One pair
7 Spade;3 Clubs;9 Diamond;8 Clubs;7 Diamond;One pair
5 Clubs;3 Hearts;7 Spade;Jack Hearts;Queen Diamond;Nothing in hand
Jack Diamond;5 Clubs;2 Diamond;Jack Hearts;10 Clubs;One pair
10 Hearts;Aces Spade;2 Hearts;Aces Hearts;Queen Diamond;One pair
King Hearts;Aces Clubs;8 Hearts;10 Spade;6 Hearts;Nothing in hand
4 Diamond;9 Clubs;8 Clubs;3 Clubs;Queen Diamond;Nothing in hand
3 Spade;Queen Hearts;Jack Clubs;8 Spade;2 Spade;Nothing in hand
7 Hearts;4 Hearts;6 Hearts;3 Spade;9 Spade;Nothing in hand
7 Hearts;2 Spade;2 Clubs;3 Hearts;3 Diamond;Two pairs
4 Clubs;8 Spade;Queen Diamond;Aces Clubs;Jack Spade;Nothing in hand
8 Clubs;5 Diamond;4 Spade;Aces Hearts;10 Spade;Nothing in hand
King Clubs;Aces Clubs;Jack Spade;King Spade;4 Hearts;One pair
3 Diamond;Jack Spade;Jack Diamond;6 Spade;4 Diamond;One pair
8 Clubs;9 Hearts;Aces Diamond;8 Hearts;6 Clubs;One pair
3 Spade;3 Diamond;4 Spade;7 Diamond;8 Clubs;One pair
8 Hearts;2 Clubs;Queen Diamond;10 Diamond;3 Diamond;Nothing in hand
Aces Hearts;6 Clubs;7 Diamond;Queen Clubs;Aces Clubs;One pair
3 Clubs;6 Hearts;King Hearts;9 Clubs;4 Diamond;Nothing in hand
9 Spade;8 Spade;2 Spade;King Hearts;10 Hearts;Nothing in hand
6 Hearts;Aces Clubs;5 Clubs;Aces Hearts;2 Spade;One pair
6 Diamond;5 Spade;8 Clubs;2 Hearts;8 Diamond;One pair
5 Spade;4 Spade;3 Diamond;8 Spade;9 Clubs;Nothing in hand
2 Spade;10 Diamond;9 Spade;9 Hearts;8 Spade;One pair
7 Diamond;6 Spade;5 Hearts;5 Diamond;8 Hearts;One pair
Queen Diamond;3 Diamond;7 Clubs;10 Spade;Aces Clubs;Nothing in hand
5 Spade;King Spade;Queen Diamond;3 Clubs;Aces Clubs;Nothing in hand
7 Spade;4 Clubs;King Hearts;Aces Spade;8 Hearts;Nothing in hand
King Diamond;5 Diamond;10 Hearts;3 Spade;8 Clubs;Nothing in hand
7 Diamond;Aces Clubs;Jack Clubs;King Diamond;King Clubs;One pair
3 Diamond;10 Hearts;Queen Diamond;Aces Hearts;7 Spade;Nothing in hand
Jack Diamond;Aces Diamond;4 Hearts;8 Hearts;2 Hearts;Nothing in hand
Aces Hearts;3 Clubs;10 Spade;4 Diamond;4 Spade;One pair
2 Diamond;Aces Spade;3 Clubs;Jack Clubs;5 Hearts;Nothing in hand
4 Clubs;6 Diamond;6 Spade;8 Spade;6 Clubs;Three of a kind
7 Clubs;6 Hearts;9 Clubs;5 Spade;King Clubs;Nothing in hand
4 Spade;King Spade;2 Hearts;Aces Hearts;6 Diamond;Nothing in hand
3 Clubs;5 Diamond;9 Diamond;Jack Clubs;10 Spade;Nothing in hand
Aces Hearts;Queen Clubs;9 Hearts;9 Spade;4 Clubs;One pair
8 Clubs;5 Clubs;3 Diamond;Queen Clubs;7 Diamond;Nothing in hand
9 Diamond;4 Spade;5 Clubs;9 Hearts;7 Spade;One pair
7 Clubs;5 Hearts;4 Hearts;Queen Spade;3 Clubs;Nothing in hand
9 Hearts;Aces Hearts;10 Diamond;3 Spade;3 Clubs;One pair
Jack Diamond;10 Clubs;Jack Clubs;6 Spade;6 Hearts;Two pairs
3 Clubs;4 Hearts;Queen Clubs;6 Diamond;Aces Spade;Nothing in hand
Jack Diamond;2 Spade;5 Spade;Queen Clubs;3 Hearts;Nothing in hand
King Spade;3 Spade;4 Spade;Jack Hearts;6 Diamond;Nothing in hand
Jack Hearts;Aces Hearts;Aces Diamond;10 Diamond;6 Clubs;One pair
10 Spade;2 Hearts;4 Spade;7 Hearts;7 Clubs;One pair
7 Spade;Jack Clubs;Aces Hearts;10 Diamond;7 Clubs;One pair
King Diamond;4 Hearts;Jack Hearts;9 Diamond;4 Clubs;One pair
7 Clubs;King Clubs;2 Hearts;10 Hearts;8 Hearts;Nothing in hand
8 Hearts;7 Clubs;2 Diamond;9 Clubs;10 Spade;Nothing in hand
Aces Spade;8 Clubs;8 Spade;5 Spade;10 Spade;One pair
8 Spade;Jack Clubs;4 Clubs;King Spade;4 Spade;One pair
King Diamond;2 Clubs;Queen Spade;Queen Diamond;6 Diamond;One pair
6 Hearts;8 Hearts;5 Spade;King Clubs;3 Hearts;Nothing in hand
2 Clubs;5 Spade;King Spade;King Hearts;6 Clubs;One pair
5 Spade;Queen Clubs;7 Diamond;2 Diamond;3 Clubs;Nothing in hand
7 Diamond;Queen Clubs;4 Hearts;10 Hearts;9 Clubs;Nothing in hand
8 Hearts;10 Spade;6 Hearts;Jack Hearts;Queen Diamond;Nothing in hand
Queen Hearts;9 Spade;Aces Clubs;2 Hearts;10 Clubs;Nothing in hand
